seller-sku	fulfillment-channel-sku	asin	condition-type	Warehouse-Condition-code	Quantity Available
14268	X001FHH8YJ	B003I4F7GC	UsedGood	SELLABLE	0
14275	X001FIWJKL	B007AQ2W2Q	UsedGood	SELLABLE	0
14493	X001G8J683	B00NPYJW2A	UsedGood	SELLABLE	0
14416	X001G8YDK9	B005DPF08E	UsedGood	SELLABLE	0
14467	X001FX6LJV	B006LXOJC0	UsedAcceptable	SELLABLE	0
14433	X001FUTGWN	B011YNQMEE	UsedAcceptable	SELLABLE	0
14372	X001FX98BJ	B002GYTPAE	UsedAcceptable	SELLABLE	0
14304	X001FI9SMX	B00LAHFKSE	UsedAcceptable	SELLABLE	0
14413	X001FXEYPJ	B011QIIPRE	UsedAcceptable	SELLABLE	0
14461	X001G8J6D3	B01DAI5CF6	UsedAcceptable	SELLABLE	0
14508	X001G51PT9	B00O9FO1HK	UsedAcceptable	SELLABLE	0
14362	X001G528Z9	B00M8JL73U	UsedGood	SELLABLE	0
14397	X001FWYO4L	B00BXTOQD4	UsedAcceptable	SELLABLE	0
14298	X001F4632F	B00KMSLHDY	UsedAcceptable	SELLABLE	0
14406	X001G51SAZ	B000BDB4UG	UsedAcceptable	SELLABLE	0
14472	X001FX99DV	B006LXOJC0	UsedGood	SELLABLE	0
14486	X001G51S9L	B00KASUEK8	UsedAcceptable	SELLABLE	0
14426	X001FX6M59	B005BZNEVQ	UsedGood	SELLABLE	0
14430	X001GFQKFX	B002GYTPAE	UsedGood	SELLABLE	0
14265	X001F4M0YF	B01KVCQG6S	UsedAcceptable	SELLABLE	0
14326	X001F42U27	B01E0472TI	UsedAcceptable	SELLABLE	0
14361	X001G8Y63X	B06XHNQ44X	UsedAcceptable	SELLABLE	0
14385	X001F39N4V	B00T2VJ93C	UsedGood	SELLABLE	0
14393	X001FX6ENJ	B007ATO276	UsedAcceptable	SELLABLE	0
14507	X001G51SC3	B00286VJ3Q	UsedGood	SELLABLE	0
14458	X001G51Y5T	B00008URR8	UsedVeryGood	SELLABLE	0
14462	X001FX6QVJ	B006V6YAPI	UsedAcceptable	SELLABLE	0
14509	X001FX8LNF	B015OXTOC2	UsedAcceptable	SELLABLE	0
14471	X001FX6VPF	B006LXOJC0	UsedAcceptable	SELLABLE	0
14345	X001FWY76V	B01DPRYRYY	UsedGood	SELLABLE	0
14629	X001FX6KG5	B00JRB3ZNC	UsedAcceptable	SELLABLE	0
14549	X001G8AC1N	B00006B84X	UsedGood	SELLABLE	0
14740	X001FXF2O1	B014A1BVZM	UsedGood	SELLABLE	0
14679	X001G51MH9	B0042F3K9W	UsedGood	SELLABLE	0
14804	X001FX65TH	B00MXCRAX8	UsedGood	SELLABLE	0
14606	X001FX6GX7	B000ITQ5DY	UsedAcceptable	SELLABLE	0
14764	X001FXERA1	B01FMP3B5S	UsedGood	SELLABLE	0
14533	X001FWYO2N	B00EAQJCWW	UsedGood	SELLABLE	0
14649	X001G5215L	B00XI4PAZ0	UsedGood	SELLABLE	0
14686	X001G51F1R	B000V5Z6RG	UsedGood	SELLABLE	0
14687	X001G51VB1	B001N2NTEI	UsedGood	SELLABLE	0
14696	X001FX6KGP	B00B2BTAV6	UsedAcceptable	SELLABLE	0
14750	X001G8J3WR	B01H19SCWK	UsedGood	SELLABLE	0
14520	X001G8N693	B014JCWC1Y	UsedGood	SELLABLE	0
14790	X001FWYLMV	B000TTV2QS	UsedGood	SELLABLE	0
14517	X001G51Y8B	B00HZA6DPO	UsedGood	SELLABLE	0
14617	X001G8N68J	B004H4X6Z6	UsedGood	SELLABLE	0
14572	X001G51EZ9	B004JMZGM2	UsedGood	SELLABLE	0
14652	X001G8IPBR	B010RX8GVY	UsedAcceptable	SELLABLE	0
14741	X001FX5QWJ	B016MT5IFE	UsedAcceptable	SELLABLE	0
14516	X001G8IPBH	B00HZA6DPO	UsedGood	SELLABLE	0
14560	X001FWV35J	B00LQKU8U0	UsedGood	SELLABLE	0
14577	X001G51F35	B000V41XII	UsedGood	SELLABLE	0
1475	X00104TOIZ	B007K9OIMU	UsedGood	SELLABLE	0
14656	X001FXEYGD	B00KOUJO12	UsedGood	SELLABLE	0
14813	X001G5232R	B00H9EZP3M	UsedGood	SELLABLE	0
14568	X001G4Z1DB	B00018RRRK	UsedGood	SELLABLE	0
14630	X001G8N67P	B014P3B7TU	UsedGood	SELLABLE	0
14639	X001G517VZ	B01MDRSCVF	UsedGood	SELLABLE	0
14748	X001FX6NC1	B01F73LCYM	UsedGood	SELLABLE	0
14756	X001G83P71	B000GHIVO4	UsedGood	SELLABLE	0
14816	X001G8JF6L	B00GCS37AY	UsedGood	SELLABLE	0
14627	X001FWVBQ5	B01G7OL9ZW	UsedAcceptable	SELLABLE	0
14680	X001FX6KUL	B002EL3YME	UsedGood	SELLABLE	0
14518	X001FUIYGH	B004S55GWK	UsedAcceptable	SELLABLE	0
14809	X001G51VD9	B00IWTS58A	UsedAcceptable	SELLABLE	0
14524	X001GFPRKR	B005I6ZKCE	UsedGood	SELLABLE	0
14697	X001G89RI7	B008UHXLGA	UsedAcceptable	SELLABLE	0
14580	X001FX65RJ	B00VWVZ0V0	UsedGood	SELLABLE	0
14638	X001G4YUOR	B01MDRSCVF	UsedGood	SELLABLE	0
14690	X001FX6GV9	B01F7B1RUI	UsedGood	SELLABLE	0
14562	X001FX65RT	B000BQSKSM	UsedAcceptable	SELLABLE	0
14573	X001G4YUPB	B0096YRWPC	UsedGood	SELLABLE	0
14795	X001G8S3LT	B01IP8IBPE	UsedGood	SELLABLE	0
14811	X001FX6IIZ	B00JAUODW2	UsedAcceptable	SELLABLE	0
14653	X001G51VE3	B00EU7C30O	UsedGood	SELLABLE	0
14618	X001FX6ABF	B0121REQKO	UsedAcceptable	SELLABLE	0
14551	X001G4YUPV	B001KZH3ZY	UsedAcceptable	SELLABLE	0
14548	X001FX65SN	B008TZJ126	UsedAcceptable	SELLABLE	0
14622	X001G520ON	B00R1P3WNE	UsedAcceptable	SELLABLE	0
14561	X001FX6IJT	B000BQS3I4	UsedAcceptable	SELLABLE	0
14526	X001G4YUQF	B016J1ICDU	UsedAcceptable	SELLABLE	0
14624	X001G51NN7	B01CG97FF0	UsedGood	SELLABLE	0
14707	X001G8IP7L	B0013YPWE6	UsedAcceptable	SELLABLE	0
14780	X001G8JB15	B0161Q2RUM	UsedAcceptable	SELLABLE	0
14578	X001FX5WN7	B00VWVZ0V0	UsedGood	SELLABLE	0
14669	X001G8IP7B	B01CYB6QH8	UsedAcceptable	SELLABLE	0
14681	X001G8JB0L	B00268B774	UsedGood	SELLABLE	0
14776	X001G8SH33	B00WBU3HU2	UsedGood	SELLABLE	0
14615	X001G83P8F	B00YGZFNJ8	UsedGood	SELLABLE	0
14660	X001G8AC59	B00IDPVYB8	UsedGood	SELLABLE	0
14574	X001FX1MVX	B00NVFQUM8	UsedAcceptable	SELLABLE	0
14582	X001G515UN	B01717TLMM	UsedGood	SELLABLE	0
14661	X001G8JF89	B00PSQ4XUE	UsedAcceptable	SELLABLE	0
14700	X001G8AC4P	B00BWYO53G	UsedAcceptable	SELLABLE	0
14510	X001FX6DVR	B00B65J5B8	UsedGood	SELLABLE	0
14621	X001G83P7V	B00R1P3WNE	UsedGood	SELLABLE	0
14643	X001FWYQD5	B003VV0BPO	UsedAcceptable	SELLABLE	0
14753	X001FUIYY9	B019J0A092	UsedAcceptable	SELLABLE	0
14640	X001GOYUQZ	B0044XDA3S	UsedAcceptable	SELLABLE	0
14699	X001GO9NWV	B00BWYO53G	UsedAcceptable	SELLABLE	0
14749	X001G83P7B	B00SNBCBGE	UsedGood	SELLABLE	0
14512	X001FX95HB	B00B65J5AY	UsedAcceptable	SELLABLE	0
14579	X001G8YT1H	B00VWVZ0V0	UsedGood	SELLABLE	0
14659	X001G8JF7F	B01EXP92BA	UsedAcceptable	SELLABLE	0
14527	X001FX997R	B01H3QG8RC	UsedGood	SELLABLE	0
14736	X001FX6AA1	B00FYRW3XQ	UsedGood	SELLABLE	0
14525	X001G520R5	B000MDHH06	UsedAcceptable	SELLABLE	0
14778	X001G8S3KF	B0195XJAZI	UsedGood	SELLABLE	0
14555	X001FX5WOL	B01GL65NMQ	UsedAcceptable	SELLABLE	0
14570	X001G51SAF	B00WA4UI42	UsedAcceptable	SELLABLE	0
14513	X001G51PSZ	B00H4S9J94	UsedGood	SELLABLE	0
14654	X001FXEYH7	B0144J49P4	UsedGood	SELLABLE	0
14651	X001FXER9R	B01HJKBCV4	UsedGood	SELLABLE	0
14797	X001FX5QXN	B00E7B08MS	UsedAcceptable	SELLABLE	0
1469	X00104TEWL	B00ILLV2U2	UsedGood	SELLABLE	0
14655	X001FXF0DT	B01LWWUEDR	UsedGood	SELLABLE	0
14534	X001G528ZT	B00305H6WW	UsedAcceptable	SELLABLE	0
14755	X001G51XL9	B0157G5Q8C	UsedAcceptable	SELLABLE	0
14559	X001G528ZJ	B00LQKU8U0	UsedGood	SELLABLE	0
14685	X001G51PTT	B000V5Z6RG	UsedGood	SELLABLE	0
14781	X001FXEYHH	B01E5YIIWS	UsedAcceptable	SELLABLE	0
14805	X001FX8LMV	B00JJY0S4G	UsedAcceptable	SELLABLE	0
14511	X001G51SBJ	B004RS9UTI	UsedAcceptable	SELLABLE	0
14556	X001FX5WM3	B004SB1X4E	UsedAcceptable	SELLABLE	0
14744	X001G8ISFP	B00H34GFL4	UsedGood	SELLABLE	0
14802	X001G8K1N7	B003VANOFY	UsedAcceptable	SELLABLE	0
14514	X001G51Y6N	B00HZA6EKI	UsedAcceptable	SELLABLE	0
14684	X001G51MOH	B000V5Z6RG	UsedAcceptable	SELLABLE	0
14695	X001G89RCX	B00B2BTAV6	UsedGood	SELLABLE	0
15107	X001FX65T7	B00UNDFPVS	UsedAcceptable	SELLABLE	0
14867	X001FWYO2D	B00KMSLH9I	UsedGood	SELLABLE	0
15070	X001FWYLMB	B01BV7SO8U	UsedAcceptable	SELLABLE	0
14919	X001G8YBYR	B00V0D0UM4	UsedGood	SELLABLE	0
14961	X001G51MPL	B00VV1EJI6	UsedGood	SELLABLE	0
15095	X001G51QPH	B000I1X3YG	UsedAcceptable	SELLABLE	0
15084	X001G8YBZB	B015WKY3IM	UsedGood	SELLABLE	0
15057	X001FWYLML	B00GJB25XE	UsedGood	SELLABLE	0
15124	X001G51Y7R	B01LXIY25D	UsedAcceptable	SELLABLE	0
15124	X001G51Y7R	B01LXIY25D	UsedAcceptable	UNSELLABLE	1
14861	X001G51MPV	B00ILLV49G	UsedGood	SELLABLE	0
14952	X001G51V1L	B00IG3GP84	UsedAcceptable	SELLABLE	0
15055	X001FWV34Z	B005KMDV9A	UsedAcceptable	SELLABLE	0
14912	X001G5231X	B00H4DOFE8	UsedGood	SELLABLE	0
14949	X001G8J3WH	B0056CA5SO	UsedAcceptable	SELLABLE	0
14869	X001FX9H8N	B0160R1MO4	UsedAcceptable	SELLABLE	0
14920	X001FXER8N	B00V0D0UM4	UsedGood	SELLABLE	0
14913	X001FXEYFT	B007B5TOZY	UsedAcceptable	SELLABLE	0
14942	X001G51Y8L	B00068U9Y8	UsedGood	SELLABLE	0
14966	X001GOZQSB	B00TKPAW9A	UsedGood	SELLABLE	0
1514	X00104UQRX	B0000Z6JIW	UsedGood	SELLABLE	0
15051	X001FX67EF	B00C351GBC	UsedGood	SELLABLE	0
15062	X001FI4BWF	B01M61OWRI	UsedAcceptable	SELLABLE	0
14936	X001G517W9	B002UL5WB4	UsedAcceptable	SELLABLE	0
14944	X001G8IS3H	B000NPT4TK	UsedGood	SELLABLE	0
15101	X001G51VCF	B0179ZNQ40	UsedGood	SELLABLE	0
15052	X001G8JF75	B005KMDV9A	UsedGood	SELLABLE	0
15083	X001FXFD7H	B015WKY3IM	UsedGood	SELLABLE	0
15106	X001FX6DX5	B00UNDFPVS	UsedAcceptable	SELLABLE	0
15104	X001G51ZSP	B003PU6ES4	UsedAcceptable	SELLABLE	0
15063	X001FIUHYB	B01M61OWRI	UsedAcceptable	SELLABLE	0
14850	X001G8IS2X	B001EU9UTM	UsedAcceptable	SELLABLE	0
14862	X001G89S1X	B015H8PUWM	UsedGood	SELLABLE	0
15061	X001FI4BWP	B01M61OWRI	UsedAcceptable	SELLABLE	0
14834	X001FX6AB5	B00B4PJC9K	UsedAcceptable	SELLABLE	0
14863	X001G4YUOH	B015H8PUWM	UsedAcceptable	SELLABLE	0
14896	X001G89RHX	B00005Q5K4	UsedAcceptable	SELLABLE	0
15056	X001G51VDJ	B00LLHXHH4	UsedAcceptable	SELLABLE	0
14840	X001G90GQX	B00VTA9F6U	UsedGood	SELLABLE	0
14959	X001G8IS2D	B004T0YAMG	UsedGood	SELLABLE	0
15102	X001G520NT	B01HW7D3A2	UsedGood	SELLABLE	0
14899	X001G8YDLN	B00RBG5J02	UsedAcceptable	SELLABLE	0
15054	X001G520OD	B005KMDV9A	UsedGood	SELLABLE	0
15089	X001FX6NCV	B00067REBU	UsedAcceptable	SELLABLE	0
14925	X001FX6GW3	B01CQMWUDO	UsedAcceptable	SELLABLE	0
14837	X001FX65SD	B0096KSBB0	UsedGood	SELLABLE	0
15071	X001G90GQD	B00TYFCJ8S	UsedGood	SELLABLE	0
15110	X001G51VDT	B00P76Z5I4	UsedGood	SELLABLE	0
14968	X001G8WJO1	B016KWKG50	UsedGood	SELLABLE	0
14851	X001G515U3	B007K9OIMU	UsedGood	SELLABLE	0
14820	X001FWVJ5D	B005CQ1RGI	UsedAcceptable	SELLABLE	0
14820	X001FWVJ5D	B005CQ1RGI	UsedAcceptable	UNSELLABLE	1
15075	X001G8JB0V	B00J30GXW2	UsedGood	SELLABLE	0
15119	X001FWYQC1	B00NQL8Z16	UsedAcceptable	SELLABLE	0
14941	X001G517XX	B00WR6ZX4I	UsedAcceptable	SELLABLE	0
14938	X001G51PRB	B00ZGET3O4	UsedGood	SELLABLE	0
15076	X001FX6LMD	B00CRITGE4	UsedAcceptable	SELLABLE	0
14923	X001FX6QWN	B002HRET5Q	UsedAcceptable	SELLABLE	0
14943	X001FWYQCB	B00715CUGE	UsedAcceptable	SELLABLE	0
14822	X001G51NNH	B01L8O0CRC	UsedGood	SELLABLE	0
14819	X001GFO0V9	B00004YOJU	UsedAcceptable	SELLABLE	0
14910	X001G51PS5	B002FQIZUY	UsedAcceptable	SELLABLE	0
15048	X001G520PR	B0037HHFMO	UsedGood	SELLABLE	0
14833	X001FX64W5	B001EOD40Y	UsedGood	SELLABLE	0
1512	X00104UN85	B002OQCS1M	UsedAcceptable	SELLABLE	0
14960	X001G8JF7Z	B00BF6HYDE	UsedGood	SELLABLE	0
14871	X001FXFD6D	B009IGCCHG	UsedGood	SELLABLE	0
14841	X001GFRWRN	B0055P70MQ	UsedAcceptable	SELLABLE	0
14846	X001G51PSF	B010SN80UK	UsedGood	SELLABLE	0
14939	X001FX6DW1	B0179LSNA6	UsedAcceptable	SELLABLE	0
15068	X001G51SA5	B00ENJRK3E	UsedAcceptable	SELLABLE	0
14902	X001G4YUS3	B00785MVRA	UsedAcceptable	SELLABLE	0
15114	X001G8YT21	B00N43KM5S	UsedAcceptable	SELLABLE	0
14955	X001G51S8R	B0085HM36Y	UsedGood	SELLABLE	0
15050	X001G51S9B	B00C351GBC	UsedAcceptable	SELLABLE	0
1517	X00130LK5V	B00ZRJIOAM	UsedAcceptable	SELLABLE	0
14946	X001FX5QXD	B019W3DEZ8	UsedGood	SELLABLE	0
14958	X001G51SAP	B004UFHXC4	UsedGood	SELLABLE	0
15103	X001G89REL	B003PU6ES4	UsedAcceptable	SELLABLE	0
15122	X001G528YZ	B00ELNA6TW	UsedAcceptable	SELLABLE	0
14914	X001FWY6CV	B00D7N43UA	UsedAcceptable	SELLABLE	0
14835	X001FX8LML	B00B4PJC9K	UsedAcceptable	SELLABLE	0
14859	X001G89RDR	B00ILLV46Y	UsedAcceptable	SELLABLE	0
1492	X00103QV7N	B009QYC5K4	UsedAcceptable	SELLABLE	0
15074	X001FX6HSV	B019Q88VAM	UsedGood	SELLABLE	0
14832	X001FXF0DJ	B000G7SGO4	UsedAcceptable	SELLABLE	0
14875	X001G51XKZ	B0032JTDPO	UsedGood	SELLABLE	0
14929	X001G8Y647	B00DRMQ2N2	UsedAcceptable	SELLABLE	0
14877	X001G51PU3	B019FFH54E	UsedAcceptable	SELLABLE	0
14927	X001FX6VOL	B010X439SC	UsedGood	SELLABLE	0
15053	X001G8ISFZ	B005KMDV9A	UsedAcceptable	SELLABLE	0
15066	X001G8YD7R	B01686PCD4	UsedGood	SELLABLE	0
15081	X001FWVJ53	B00668FO4W	UsedVeryGood	SELLABLE	0
14937	X001FX6LLJ	B002UL5WB4	UsedAcceptable	SELLABLE	0
14940	X001G51SBT	B00TSUFH5Q	UsedGood	SELLABLE	0
14962	X001GFQKGR	B00MFBJEU4	UsedAcceptable	SELLABLE	0
15069	X001G8AC5T	B00ENJRK3E	UsedAcceptable	SELLABLE	0
14826	X001G51Y6D	B00G00BTY0	UsedAcceptable	SELLABLE	0
14845	X001G51ZHV	B018O163K2	UsedAcceptable	SELLABLE	0
14894	X001G51MOR	B00EO1AQUU	UsedAcceptable	SELLABLE	0
14882	X001G89RD7	B00434JINO	UsedGood	SELLABLE	0
14885	X001G8IP85	B00K7W5RGI	UsedGood	SELLABLE	0
15252	X001FX6LI7	B00KNBKB64	UsedGood	SELLABLE	0
15381	X001FXF0JN	B00VFLWOC0	UsedAcceptable	SELLABLE	0
1524	X00106712T	B00SMLJPKA	UsedGood	SELLABLE	0
15432	X001FWV34F	B00JR6GJLW	UsedGood	SELLABLE	0
15190	X001G8AC1D	B01EMQI2CU	UsedGood	SELLABLE	0
15232	X001G51MPB	B00GCS37AY	UsedGood	SELLABLE	0
15354	X001FXF0JD	B01AJUG4IW	UsedGood	SELLABLE	0
15421	X001FX6GWX	B00HCC2FCU	UsedAcceptable	SELLABLE	0
15328	X001G8J6EH	B0196J3IPE	UsedGood	SELLABLE	0
15172	X001G51VAR	B00RHMFQSA	UsedAcceptable	SELLABLE	0
15428	X001FX6KGF	B00SMBG8QY	UsedGood	SELLABLE	0
15208	X001G51MHJ	B0161Q2RUM	UsedAcceptable	SELLABLE	0
15274	X001FWYLN5	B00KASUEK8	UsedAcceptable	SELLABLE	0
15217	X001G8J6DX	B00CYX54C0	UsedGood	SELLABLE	0
15389	X001FXER97	B002B55TRG	UsedGood	SELLABLE	0
15327	X001FXER8X	B015DX4N9W	UsedAcceptable	SELLABLE	0
15233	X001G52327	B015HRZ8M0	UsedGood	SELLABLE	0
15199	X001G51F2B	B001KVZZH6	UsedGood	SELLABLE	0
15259	X001FWYLNP	B0091YYUAM	UsedAcceptable	SELLABLE	0
15222	X001G51V2F	B010SN80UK	UsedAcceptable	SELLABLE	0
15462	X001FXEYGN	B00Z0IBMAY	UsedAcceptable	SELLABLE	0
15238	X001G51VC5	B00785MVRA	UsedAcceptable	SELLABLE	0
15474	X001FXEYP9	B015R34PHS	UsedAcceptable	SELLABLE	0
15280	X001FXER9H	B00WBU3HU2	UsedGood	SELLABLE	0
15403	X001FX6EM5	B00OZWX100	UsedGood	SELLABLE	0
15362	X001FXEYOZ	B00UNDFPVS	UsedAcceptable	SELLABLE	0
15298	X001FX6SXP	B00IOEFBKS	UsedGood	SELLABLE	0
15453	X001FWV35T	B0001VGFKW	UsedAcceptable	SELLABLE	0
15436	X001FX6LJL	B00004RC6S	UsedGood	SELLABLE	0
15181	X001FX6GUF	B01D8DAYBA	UsedGood	SELLABLE	0
15244	X001G51V39	B0037HHFMO	UsedAcceptable	SELLABLE	0
15469	X001FX6DWL	B01IC1Y7XY	UsedAcceptable	SELLABLE	0
15460	X001HSDCFP	B00EEOSZK0	UsedAcceptable	SELLABLE	0
15310	X001FX5WOV	B00MXCRAX8	UsedGood	SELLABLE	0
15410	X001FX6O4D	B00E7HGZKQ	UsedGood	SELLABLE	0
15231	X001G51EZT	B004MPR44E	UsedGood	SELLABLE	0
15257	X001FX67EP	B0161Q2RUM	UsedAcceptable	SELLABLE	0
15467	X001FX6AAB	B00NVFQUM8	UsedAcceptable	SELLABLE	0
15391	X001FX6IIF	B01GNL6R7Y	UsedGood	SELLABLE	0
15196	X001FX6GUZ	B000EPLK6O	UsedGood	SELLABLE	0
15225	X001G4YUP1	B00G00BTEA	UsedGood	SELLABLE	0
15263	X001GP9QIV	B00BWYO53G	UsedAcceptable	SELLABLE	0
15329	X001FX6AAL	B004UFHXC4	UsedAcceptable	SELLABLE	0
15454	X001FX67F9	B00CLD39C0	UsedAcceptable	SELLABLE	0
15255	X001G517WT	B00C351GBC	UsedAcceptable	SELLABLE	0
15477	X001FX6IIP	B01NBA3SYH	UsedGood	SELLABLE	0
15209	X001G517X3	B018UQ5AMS	UsedGood	SELLABLE	0
15218	X001G8JF6B	B00YMDYMYQ	UsedGood	SELLABLE	0
15341	X001FX6IJ9	B00E7B08MS	UsedAcceptable	SELLABLE	0
15459	X001FX6AAV	B001F7AHOG	UsedAcceptable	SELLABLE	0
15189	X001G89S27	B00ILALQZO	UsedAcceptable	SELLABLE	0
1526	X0014DSSYD	B013E9L4ZS	UsedAcceptable	SELLABLE	0
15308	X001FX6IK3	B00WBTQSEU	UsedGood	SELLABLE	0
15283	X001FX6ABP	B00RBG5J02	UsedAcceptable	SELLABLE	0
15349	X001FXF0IT	B003VANOFY	UsedAcceptable	SELLABLE	0
15206	X001G51PR1	B00NPYJW2A	UsedGood	SELLABLE	0
15470	X001FIWHQR	B00FAFIT94	UsedAcceptable	SELLABLE	0
15473	X001FX5WMN	B004P8K24W	UsedAcceptable	SELLABLE	0
15476	X001FX8LNZ	B01FFACR50	UsedGood	SELLABLE	0
15309	X001FX8LOJ	B015WKY3IM	UsedGood	SELLABLE	0
15266	X001FWVJ5N	B000FFILRO	UsedGood	SELLABLE	0
15279	X001FX5WMX	B00WBU3HU2	UsedGood	SELLABLE	0
15402	X001FX6O2P	B003VWXZKG	UsedGood	SELLABLE	0
15390	X001FX8LOT	B00WBJGUA2	UsedGood	SELLABLE	0
15408	X001FWV313	B01LYFHYFE	UsedAcceptable	SELLABLE	0
15396	X001G520Q1	B0002GIRP2	UsedGood	SELLABLE	0
15455	X001FX6O39	B00004RC6S	UsedAcceptable	SELLABLE	0
15434	X001FX6QWX	B00WUUNZGY	UsedAcceptable	SELLABLE	0
15472	X001FX5WNH	B01D5DCD3A	UsedAcceptable	SELLABLE	0
15272	X001FWYQCL	B000TTSXNI	UsedGood	SELLABLE	0
15326	X001FXFD77	B00E7B08MS	UsedGood	SELLABLE	0
15183	X001FWYQDF	B00849JBJK	UsedGood	SELLABLE	0
15276	X001G4YUSD	B00H4S9J94	UsedGood	SELLABLE	0
15395	X001G8N67F	B00171JEE4	UsedAcceptable	SELLABLE	0
15409	X001FX6EMF	B0060EUA32	UsedGood	SELLABLE	0
15446	X001FX6M4F	B01HRL6UX0	UsedAcceptable	SELLABLE	0
15197	X001G89RE1	B00004S577	UsedGood	SELLABLE	0
15321	X001FXF0E3	B00STKJB8K	UsedGood	SELLABLE	0
15423	X001FX6LKF	B000RNH7PQ	UsedAcceptable	SELLABLE	0
15260	X001FX6QUP	B007K9OIMU	UsedGood	SELLABLE	0
15230	X001G4YUT7	B00IMSKV56	UsedGood	SELLABLE	0
15465	X001FXF205	B002BFNPGI	UsedAcceptable	SELLABLE	0
15465	X001FXF205	B002BFNPGI	UsedAcceptable	UNSELLABLE	1
15394	X001FWVLQ5	B01I20TMGC	UsedAcceptable	SELLABLE	0
15202	X001FX5QXX	B002JPITY8	UsedGood	SELLABLE	0
15273	X001FWYQAN	B00KASUEK8	UsedAcceptable	SELLABLE	0
15216	X001GFPOJB	B00NPYJW2A	UsedGood	SELLABLE	0
15236	X001G51MNX	B00GCS37AY	UsedGood	SELLABLE	0
15292	X001FXF20P	B00N43KM5S	UsedGood	SELLABLE	0
15226	X001G8ISG9	B004RS9UTI	UsedGood	SELLABLE	0
15268	X001FX6VP5	B0037HHFMO	UsedGood	SELLABLE	0
15221	X001G51F0N	B000JQM1DE	UsedAcceptable	SELLABLE	0
15207	X001G89RDH	B003KK807M	UsedAcceptable	SELLABLE	0
15471	X001FXF20F	B0000ZP3N4	UsedAcceptable	SELLABLE	0
15234	X001FX1J6L	B00NPYJW2A	UsedGood	SELLABLE	0
15205	X001G8JB1F	B00V9LJF78	UsedAcceptable	SELLABLE	0
15192	X001G8ISFF	B0196J3IPE	UsedGood	SELLABLE	0
15340	X001FX8LNP	B00E7B08MS	UsedAcceptable	SELLABLE	0
15451	X001G8IP7V	B00COC61LO	UsedGood	SELLABLE	0
15253	X001FWYQBH	B00J30GXW2	UsedGood	SELLABLE	0
15256	X001FX6LLT	B00D7N43UA	UsedAcceptable	SELLABLE	0
15560	X001FWYQG7	B007SNR6X6	UsedAcceptable	SELLABLE	0
15644	X001FV3T89	B001PB8EJ2	UsedGood	SELLABLE	0
15650	X001FV3T7Z	B00BGTM0GQ	UsedAcceptable	SELLABLE	0
15607	X001FX6GWN	B00T3VMUTQ	UsedGood	SELLABLE	0
15677	X001G51MGZ	B00KMSLHDY	UsedGood	SELLABLE	0
15665	X001FX6IKD	B01DWHPMEG	UsedAcceptable	SELLABLE	0
15646	X001FGYSTX	B00J9FFP98	UsedAcceptable	SELLABLE	0
15674	X001G5215B	B00O1YI3OG	UsedAcceptable	SELLABLE	0
15484	X001FXER8D	B0022V26QG	UsedAcceptable	SELLABLE	0
15681	X001GFS84T	B00SII6U1O	UsedAcceptable	SELLABLE	0
15640	X001FUTFP1	B006LXOJC0	UsedAcceptable	SELLABLE	0
15526	X001FX6LIH	B00RZVHB7M	UsedAcceptable	SELLABLE	0
15675	X001G51F21	B00AZY3TFE	UsedAcceptable	SELLABLE	0
15480	X001FWYO37	B004JMZH2Q	UsedAcceptable	SELLABLE	0
15669	X001FX6LJ1	B000EPLK6O	UsedGood	SELLABLE	0
15534	X001FWV359	B00004X135	UsedGood	SELLABLE	0
15655A	X001G51V25	B00SSBL0NE	UsedGood	SELLABLE	0
15648	X001FWYQH1	B000GHIVO4	UsedAcceptable	SELLABLE	0
15523	X001FWYQGR	B005CRF060	UsedGood	SELLABLE	0
15657	X001FX6LJB	B01N6DKPGL	UsedAcceptable	SELLABLE	0
15573	X001FX6ELL	B010X439SC	UsedAcceptable	SELLABLE	0
15566	X001FWYLNF	B003AIKP22	UsedAcceptable	SELLABLE	0
15672	X001FWYO3R	B01D86TLES	UsedAcceptable	SELLABLE	0
15687	X001GG9WDT	B06XHNQ44X	UsedGood	SELLABLE	0
15636	X001FWYO41	B00ESQMA8M	UsedGood	SELLABLE	0
15638	X001FUO8B7	B003VWXZKG	UsedGood	SELLABLE	0
15527	X001FX6ELV	B0031LKYMY	UsedAcceptable	SELLABLE	0
15555	X001GFSAHJ	B00PK2POOU	UsedGood	SELLABLE	0
15689	X001GG9WDJ	B06XHNQ44X	UsedGood	SELLABLE	0
15667	X001FWY4CN	B002S4DI2S	UsedAcceptable	SELLABLE	0
15645	X001FWYQDP	B002KAOKRM	UsedAcceptable	SELLABLE	0
15686	X001GGGJIZ	B06XHNQ44X	UsedAcceptable	SELLABLE	0
15626	X001FX6GUP	B007T07EZS	UsedAcceptable	SELLABLE	0
15678	X001G51V2Z	B000MXZ2XK	UsedGood	SELLABLE	0
15642	X001FUTH59	B003YVLKF6	UsedAcceptable	SELLABLE	0
15670	X001FX6O4N	B01FJPSLJC	UsedGood	SELLABLE	0
15493	X001G89RQ9	B00SYKYAJU	UsedAcceptable	SELLABLE	0
15676	X001G8IS2N	B01EXP92BA	UsedAcceptable	SELLABLE	0
15685	X001GXY7CD	B007WQQ90A	UsedGood	SELLABLE	0
15682	X001GXV57X	B007ATO0W8	UsedAcceptable	SELLABLE	1
